CustomerNo ,AVGCREDIT,TOTALCREDIT,AVGDEBIT,TOTALDEBIT
19927,318729.36,45.0,-351959.58,-4223515.01
19928,318729.36,4.0,-351959.58,0.0
19929,0.33,3824752.28,0.0,0.0
19930,2669.85,45.0,-351959.58,-4223515.01
19931,318729.36,32038.182,-5917.43,-2017.6
19932,0.33,45.0,-1565221.82,-71009.182
19933,318729.36,4.0,-351959.58,-1565221.82
19934,1564684.0,45.0,-1565221.82,-1565221.82
19935,318729.36,45.0,-168.13,-71009.182
19936,1564684.0,45.0,-1565221.82,-4223515.01
19937,318729.36,45.0,-351959.58,-4223515.01
19938,2669.85,45.0,-351959.58,-4223515.01
19939,318729.36,-130435.15,-1565221.82,-71009.182
19940,1564684.0,32038.182,0.0,-71009.182
19941,0.33,45.0,-351959.58,-4223515.01
19942,3.75,32038.182,-5917.43,-71009.182
19943,318729.36,-130435.15,-1565221.82,-2017.6
19944,318729.36,-130435.15,-1565221.82,-4223515.01
19945,3.75,32038.182,-5917.43,-71009.182
19946,3.75,45.0,-168.13,-71009.182
19947,1564684.0,3824752.28,-168.13,-2017.6
19948,318729.36,4.0,-351959.58,-1565221.82
19949,2669.85,45.0,-351959.58,-4223515.01
19950,0.33,45.0,-351959.58,-4223515.01
19951,318729.36,-130435.15,-1565221.82,-71009.182
19952,1564684.0,32038.182,0.0,-71009.182
19953,3.75,3824752.28,-351959.58,-2017.6
19954,1564684.0,-130435.15,-1565221.82,-2017.6
19955,0.33,3824752.28,0.0,-2017.6
19956,0.33,3824752.28,0.0,-4223515.01
19957,0.33,45.0,-1565221.82,-1565221.82
19958,1564684.0,3824752.28,-168.13,-2017.6
19959,3.75,32038.182,-5917.43,-1565221.82
19960,1564684.0,3824752.28,-168.13,0.0
19961,318729.36,-130435.15,-1565221.82,-71009.182
19962,1564684.0,3824752.28,-351959.58,-2017.6
19963,318729.36,45.0,-168.13,-71009.182
19964,0.33,4.0,-1565221.82,0.0
19965,2669.85,3824752.28,-1565221.82,0.0
19966,2669.85,4.0,-1565221.82,-71009.182
19967,3.75,-130435.15,-168.13,-4223515.01
19968,318729.36,32038.182,-1565221.82,-4223515.01
19969,0.33,32038.182,-5917.43,-2017.6
19970,3.75,32038.182,0.0,-2017.6
19971,1564684.0,3824752.28,-351959.58,-2017.6
19972,1564684.0,32038.182,0.0,-71009.182
19973,318729.36,4.0,-351959.58,0.0
19974,2669.85,45.0,-351959.58,-4223515.01
19975,318729.36,32038.182,-351959.58,-4223515.01
19976,318729.36,-130435.15,-1565221.82,-2017.6
19977,2669.85,4.0,-1565221.82,0.0
19978,318729.36,4.0,-168.13,-2017.6
19979,1564684.0,32038.182,0.0,-71009.182
19980,0.33,-130435.15,-168.13,-4223515.01
19981,0.33,3824752.28,0.0,-71009.182
19982,318729.36,32038.182,0.0,-71009.182
19983,318729.36,3824752.28,-1565221.82,0.0
19984,2669.85,3824752.28,0.0,-2017.6
19985,1564684.0,3824752.28,-168.13,-2017.6
19986,0.33,3824752.28,0.0,0.0
19987,318729.36,-130435.15,-1565221.82,-4223515.01
19988,0.33,3824752.28,0.0,-71009.182
19989,1564684.0,32038.182,-351959.58,-1565221.82
19990,318729.36,32038.182,-1565221.82,-4223515.01
19991,318729.36,32038.182,-5917.43,-2017.6
19992,318729.36,-130435.15,-168.13,-1565221.82
19993,318729.36,45.0,-351959.58,-4223515.01
19994,1564684.0,3824752.28,-351959.58,-2017.6
19995,1564684.0,3824752.28,-351959.58,-2017.6
19996,3.75,32038.182,0.0,-2017.6
19997,2669.85,3824752.28,-1565221.82,0.0
19998,2669.85,3824752.28,-1565221.82,0.0
19999,318729.36,4.0,-168.13,-2017.6
20000,2669.85,32038.182,-1565221.82,-4223515.01
20001,0.33,3824752.28,0.0,-2017.6
20002,1564684.0,3824752.28,-351959.58,-2017.6
20003,2669.85,32038.182,-1565221.82,-4223515.01
20004,1564684.0,3824752.28,-351959.58,-2017.6
20005,1564684.0,3824752.28,-351959.58,-2017.6
20006,1564684.0,32038.182,-1565221.82,-4223515.01
20007,1564684.0,3824752.28,-351959.58,-2017.6
20008,318729.36,32038.182,-351959.58,-1565221.82
20009,0.33,45.0,-1565221.82,-1565221.82
20010,1564684.0,3824752.28,-351959.58,-2017.6
20011,318729.36,4.0,-168.13,-1565221.82
20012,1564684.0,4.0,-351959.58,0.0
20013,0.33,45.0,0.0,-4223515.01
20014,0.33,3824752.28,0.0,-2017.6
20015,318729.36,45.0,-351959.58,-4223515.01
20016,2669.85,45.0,-351959.58,-4223515.01
20017,1564684.0,3824752.28,-351959.58,-2017.6
20018,318729.36,45.0,-168.13,-71009.182
20019,2669.85,3824752.28,0.0,-4223515.01
20020,3.75,32038.182,-5917.43,-1565221.82
20021,2669.85,3824752.28,-5917.43,-4223515.01
20022,318729.36,-130435.15,-1565221.82,-71009.182
20023,0.33,45.0,-1565221.82,-1565221.82
20024,3.75,32038.182,-1565221.82,-4223515.01
20025,3.75,45.0,-168.13,-71009.182
20026,2669.85,45.0,-351959.58,-4223515.01
20027,2669.85,45.0,-351959.58,-4223515.01
20028,3.75,32038.182,0.0,-71009.182
20029,0.33,45.0,0.0,-4223515.01
20030,0.33,-130435.15,-168.13,-4223515.01
20031,318729.36,4.0,-351959.58,-1565221.82
20032,1564684.0,32038.182,0.0,-2017.6
20033,3.75,32038.182,-5917.43,-2017.6
20034,0.33,32038.182,-5917.43,-2017.6
20035,3.75,4.0,0.0,-4223515.01
20036,0.33,3824752.28,-5917.43,-71009.182
20037,3.75,3824752.28,-1565221.82,-1565221.82
20038,318729.36,32038.182,0.0,-71009.182
20039,2669.85,45.0,-351959.58,-4223515.01
20040,3.75,32038.182,-5917.43,-2017.6
20041,318729.36,32038.182,0.0,-71009.182
20042,1564684.0,3824752.28,-351959.58,-2017.6
20043,0.33,45.0,-1565221.82,-1565221.82
20044,318729.36,3824752.28,-351959.58,-2017.6
20045,318729.36,4.0,-351959.58,0.0
20046,2669.85,3824752.28,-1565221.82,0.0
20047,1564684.0,3824752.28,-351959.58,-2017.6
20048,0.33,45.0,-1565221.82,-1565221.82
20049,0.33,45.0,-1565221.82,-4223515.01
20050,1564684.0,45.0,-1565221.82,-1565221.82
20051,2669.85,32038.182,-1565221.82,-4223515.01
20052,1564684.0,3824752.28,-351959.58,-2017.6
20053,1564684.0,-130435.15,-1565221.82,-71009.182
20054,0.33,32038.182,-351959.58,-4223515.01
20055,1564684.0,3824752.28,-351959.58,-2017.6
20056,1564684.0,45.0,-5917.43,-71009.182
20057,1564684.0,3824752.28,-351959.58,-2017.6
20058,2669.85,3824752.28,-5917.43,-2017.6
20059,318729.36,-130435.15,-1565221.82,-2017.6
20060,3.75,32038.182,0.0,-71009.182
20061,0.33,45.0,-1565221.82,-1565221.82
20062,1564684.0,32038.182,-1565221.82,-4223515.01
20063,0.33,3824752.28,0.0,-71009.182
20064,3.75,32038.182,0.0,-2017.6
20065,0.33,3824752.28,0.0,-71009.182
20066,318729.36,4.0,-351959.58,-1565221.82
20067,1564684.0,3824752.28,-351959.58,-2017.6
20068,0.33,3824752.28,0.0,-2017.6
20069,2669.85,3824752.28,-1565221.82,-1565221.82
20070,1564684.0,3824752.28,-168.13,-2017.6
20071,1564684.0,3824752.28,-351959.58,-2017.6
20072,3.75,32038.182,0.0,-71009.182
20073,3.75,32038.182,0.0,-2017.6
20074,318729.36,4.0,-168.13,-4223515.01
20075,3.75,32038.182,0.0,-71009.182
20076,3.75,32038.182,-5917.43,-71009.182
20077,1564684.0,45.0,-5917.43,-71009.182
20078,318729.36,-130435.15,-1565221.82,-71009.182
20079,0.33,3824752.28,0.0,-4223515.01
20080,2669.85,4.0,-1565221.82,0.0
20081,3.75,4.0,0.0,-4223515.01
20082,318729.36,4.0,-168.13,-1565221.82
20083,1564684.0,32038.182,0.0,-2017.6
20084,318729.36,32038.182,-351959.58,-4223515.01
20085,1564684.0,45.0,-5917.43,-71009.182
20086,318729.36,3824752.28,-5917.43,-4223515.01
20087,318729.36,-130435.15,-1565221.82,-2017.6
20088,1564684.0,3824752.28,-351959.58,-2017.6
20089,1564684.0,3824752.28,-351959.58,-2017.6
20090,1564684.0,45.0,-1565221.82,-1565221.82
20091,1564684.0,3824752.28,-351959.58,-2017.6
20092,1564684.0,3824752.28,-351959.58,-2017.6
20093,1564684.0,3824752.28,-351959.58,-2017.6
20094,3.75,45.0,-168.13,-71009.182
20095,1564684.0,32038.182,0.0,-71009.182
20096,318729.36,32038.182,-1565221.82,-4223515.01
20097,0.33,4.0,0.0,-4223515.01
20098,318729.36,45.0,-168.13,-1565221.82
20099,0.33,45.0,-1565221.82,-4223515.01
20100,1564684.0,3824752.28,-351959.58,-2017.6
20101,3.75,32038.182,0.0,-2017.6
20102,3.75,32038.182,-5917.43,-2017.6
20103,2669.85,3824752.28,0.0,0.0
20104,3.75,32038.182,0.0,-71009.182
20105,1564684.0,3824752.28,-1565221.82,0.0
20106,318729.36,3824752.28,-351959.58,-2017.6
20107,318729.36,4.0,0.0,-4223515.01
20108,1564684.0,3824752.28,-168.13,-2017.6
20109,0.33,45.0,-1565221.82,-1565221.82
20110,3.75,32038.182,-1565221.82,-4223515.01
20111,318729.36,-130435.15,0.0,-4223515.01
20112,318729.36,-130435.15,-1565221.82,-71009.182
20113,1564684.0,32038.182,0.0,-2017.6
20114,1564684.0,45.0,-5917.43,-71009.182
20115,0.33,45.0,0.0,-71009.182
20116,318729.36,4.0,-351959.58,0.0
20117,1564684.0,32038.182,-5917.43,-71009.182
20118,1564684.0,3824752.28,-351959.58,-2017.6
20119,1564684.0,3824752.28,-351959.58,-2017.6
20120,3.75,4.0,0.0,-4223515.01
20121,3.75,32038.182,-5917.43,-2017.6
20122,318729.36,-130435.15,-1565221.82,-71009.182
20123,318729.36,4.0,-351959.58,-1565221.82
20124,2669.85,45.0,-351959.58,-4223515.01
20125,1564684.0,32038.182,0.0,-71009.182
20126,3.75,32038.182,-1565221.82,-4223515.01
20127,1564684.0,32038.182,-1565221.82,-4223515.01
20128,318729.36,32038.182,-1565221.82,-4223515.01
20129,318729.36,32038.182,0.0,-71009.182
20130,1564684.0,3824752.28,-351959.58,-2017.6
20131,318729.36,-130435.15,-1565221.82,-71009.182
20132,1564684.0,3824752.28,-351959.58,-2017.6
20133,318729.36,4.0,-351959.58,-1565221.82
20134,3.75,-130435.15,-168.13,-4223515.01
20135,1564684.0,-130435.15,-1565221.82,-71009.182
20136,318729.36,-130435.15,-1565221.82,-2017.6
20137,1564684.0,32038.182,-1565221.82,-4223515.01
20138,318729.36,45.0,-351959.58,-4223515.01
20139,3.75,32038.182,0.0,-71009.182
20140,3.75,32038.182,0.0,-2017.6
20141,1564684.0,3824752.28,-168.13,-2017.6
20142,3.75,32038.182,-1565221.82,-4223515.01
20143,2669.85,3824752.28,-5917.43,-4223515.01
20144,3.75,45.0,-168.13,-71009.182
20145,318729.36,4.0,-168.13,-71009.182
20146,3.75,32038.182,-5917.43,-2017.6
20147,1564684.0,4.0,0.0,-4223515.01
20148,1564684.0,3824752.28,-351959.58,-2017.6
20149,2669.85,32038.182,-1565221.82,-4223515.01
20150,318729.36,32038.182,-5917.43,-2017.6
20151,1564684.0,3824752.28,-351959.58,-2017.6
20152,2669.85,3824752.28,0.0,-4223515.01
20153,0.33,3824752.28,0.0,-2017.6
20154,318729.36,-130435.15,0.0,-1565221.82
20155,318729.36,4.0,-168.13,-4223515.01
20156,2669.85,3824752.28,-1565221.82,-1565221.82
20157,3.75,32038.182,-1565221.82,-4223515.01
20158,3.75,45.0,-168.13,-71009.182
20159,318729.36,32038.182,0.0,-71009.182
20160,0.33,3824752.28,0.0,-2017.6
20161,0.33,3824752.28,0.0,-71009.182
20162,318729.36,-130435.15,-1565221.82,-71009.182
20163,2669.85,3824752.28,0.0,-4223515.01
20164,1564684.0,3824752.28,-351959.58,-2017.6
20165,2669.85,45.0,-351959.58,-4223515.01
20166,1564684.0,3824752.28,-168.13,0.0
20167,0.33,3824752.28,0.0,-2017.6
20168,1564684.0,32038.182,-1565221.82,-4223515.01
20169,3.75,45.0,-168.13,-71009.182
20170,3.75,32038.182,-5917.43,-1565221.82
20171,3.75,3824752.28,-1565221.82,-1565221.82
20172,1564684.0,-130435.15,-1565221.82,0.0
20173,2669.85,45.0,-168.13,-71009.182
20174,1564684.0,3824752.28,-168.13,0.0
20175,318729.36,4.0,-168.13,0.0
20176,0.33,3824752.28,0.0,-4223515.01
20177,0.33,4.0,-168.13,-1565221.82
20178,318729.36,32038.182,0.0,-71009.182
20179,1564684.0,-130435.15,-5917.43,-2017.6
20180,3.75,3824752.28,-1565221.82,-1565221.82
20181,2669.85,3824752.28,-5917.43,-71009.182
20182,0.33,3824752.28,0.0,-71009.182
20183,318729.36,-130435.15,-1565221.82,-2017.6
20184,1564684.0,32038.182,-351959.58,-4223515.01
20185,318729.36,4.0,-351959.58,-71009.182
20186,2669.85,45.0,-351959.58,-4223515.01
20187,3.75,32038.182,0.0,-71009.182
20188,318729.36,4.0,-168.13,-4223515.01
20189,1564684.0,32038.182,-1565221.82,-4223515.01
20190,318729.36,32038.182,-5917.43,-2017.6
20191,3.75,32038.182,0.0,-2017.6
20192,1564684.0,3824752.28,-1565221.82,0.0
20193,0.33,3824752.28,0.0,-4223515.01
20194,0.33,3824752.28,0.0,0.0
20195,3.75,45.0,-168.13,-71009.182
20196,318729.36,-130435.15,-1565221.82,-2017.6
20197,3.75,32038.182,0.0,-2017.6
20198,318729.36,32038.182,0.0,-71009.182
20199,1564684.0,45.0,-1565221.82,-71009.182
20200,3.75,32038.182,-1565221.82,-4223515.01
20201,1564684.0,4.0,-168.13,0.0
20202,3.75,32038.182,0.0,-71009.182
20203,1564684.0,3824752.28,-351959.58,-2017.6
20204,1564684.0,4.0,0.0,-4223515.01
20205,2669.85,3824752.28,-5917.43,-71009.182
20206,0.33,3824752.28,0.0,-71009.182
20207,2669.85,3824752.28,-1565221.82,-1565221.82
20208,2669.85,45.0,-351959.58,-4223515.01
20209,318729.36,-130435.15,-1565221.82,-4223515.01
20210,318729.36,45.0,0.0,-4223515.01
20211,1564684.0,3824752.28,-351959.58,-2017.6
20212,318729.36,-130435.15,-168.13,-4223515.01
20213,0.33,3824752.28,0.0,0.0
20214,318729.36,-130435.15,-1565221.82,-2017.6
20215,1564684.0,45.0,-5917.43,-71009.182
20216,0.33,3824752.28,0.0,0.0
20217,3.75,45.0,-168.13,-71009.182
20218,1564684.0,32038.182,0.0,-71009.182
20219,1564684.0,-130435.15,-5917.43,-2017.6
20220,0.33,4.0,0.0,-4223515.01
20221,1564684.0,45.0,-5917.43,-71009.182
20222,1564684.0,3824752.28,-351959.58,-2017.6
20223,318729.36,45.0,-351959.58,-4223515.01
20224,1564684.0,32038.182,-5917.43,-2017.6
20225,3.75,3824752.28,-351959.58,-2017.6
20226,318729.36,4.0,-351959.58,0.0
20227,0.33,3824752.28,0.0,-4223515.01
20228,318729.36,4.0,-168.13,-71009.182
20229,2669.85,45.0,-351959.58,-4223515.01
20230,0.33,4.0,0.0,-4223515.01
20231,3.75,32038.182,-5917.43,-2017.6
20232,0.33,4.0,0.0,-4223515.01
20233,2669.85,45.0,-168.13,-71009.182
20234,1564684.0,3824752.28,-351959.58,-2017.6
20235,318729.36,45.0,-168.13,-71009.182
20236,318729.36,32038.182,0.0,-71009.182
20237,1564684.0,3824752.28,-351959.58,-2017.6
20238,318729.36,32038.182,0.0,-2017.6
20239,3.75,-130435.15,-168.13,-4223515.01
20240,0.33,4.0,-5917.43,-71009.182
20241,1564684.0,3824752.28,-351959.58,-2017.6
20242,3.75,32038.182,0.0,-71009.182
20243,318729.36,-130435.15,-1565221.82,-2017.6
20244,1564684.0,3824752.28,-351959.58,-2017.6
20245,318729.36,-130435.15,0.0,-1565221.82
20246,318729.36,45.0,-351959.58,-4223515.01
20247,2669.85,45.0,-168.13,-71009.182
20248,318729.36,4.0,-168.13,-2017.6
20249,318729.36,32038.182,0.0,-2017.6
20250,318729.36,32038.182,-1565221.82,-4223515.01
20251,1564684.0,3824752.28,-351959.58,-2017.6
20252,1564684.0,32038.182,0.0,-2017.6
20253,2669.85,45.0,-351959.58,-4223515.01
20254,1564684.0,45.0,-5917.43,-71009.182
20255,318729.36,4.0,0.0,-4223515.01
20256,1564684.0,3824752.28,-351959.58,-2017.6
20257,2669.85,45.0,-1565221.82,-4223515.01
20258,318729.36,32038.182,0.0,-71009.182
20259,1564684.0,32038.182,-351959.58,-4223515.01
20260,318729.36,32038.182,-1565221.82,-4223515.01
20261,0.33,4.0,-168.13,-71009.182
20262,318729.36,32038.182,-5917.43,-71009.182
20263,3.75,32038.182,-1565221.82,-4223515.01
20264,2669.85,4.0,-1565221.82,0.0
20265,2669.85,45.0,-351959.58,-4223515.01
20266,318729.36,-130435.15,-1565221.82,-2017.6
20267,2669.85,45.0,-351959.58,-4223515.01
20268,318729.36,32038.182,-5917.43,-1565221.82
20269,0.33,3824752.28,0.0,-71009.182
20270,318729.36,3824752.28,-351959.58,-2017.6
20271,0.33,45.0,-1565221.82,-4223515.01
20272,3.75,32038.182,-5917.43,-2017.6
20273,318729.36,-130435.15,-1565221.82,-71009.182
20274,3.75,32038.182,0.0,-71009.182
20275,0.33,4.0,0.0,-4223515.01
20276,2669.85,3824752.28,-1565221.82,-1565221.82
20277,318729.36,-130435.15,-1565221.82,-2017.6
20278,1564684.0,-130435.15,-1565221.82,-71009.182
20279,1564684.0,-130435.15,-1565221.82,0.0
20280,3.75,32038.182,0.0,-71009.182
20281,1564684.0,3824752.28,-168.13,-2017.6
20282,2669.85,45.0,-168.13,-71009.182
20283,0.33,3824752.28,0.0,-4223515.01
20284,3.75,4.0,0.0,-4223515.01
20285,3.75,32038.182,-5917.43,-71009.182
20286,3.75,-130435.15,-168.13,-4223515.01
20287,318729.36,4.0,0.0,-4223515.01
20288,318729.36,-130435.15,-1565221.82,-2017.6
20289,0.33,3824752.28,0.0,-71009.182
20290,2669.85,45.0,-1565221.82,-4223515.01
20291,318729.36,45.0,-351959.58,-4223515.01
20292,318729.36,-130435.15,-1565221.82,-4223515.01
20293,318729.36,4.0,-351959.58,-1565221.82
20294,1564684.0,3824752.28,-168.13,-2017.6
20295,1564684.0,3824752.28,-351959.58,-2017.6
20296,3.75,32038.182,-5917.43,-1565221.82
20297,318729.36,32038.182,0.0,-2017.6
20298,0.33,4.0,-5917.43,-1565221.82
20299,3.75,32038.182,-1565221.82,-4223515.01
20300,1564684.0,3824752.28,-1565221.82,0.0
20301,318729.36,32038.182,0.0,-71009.182
20302,1564684.0,3824752.28,-351959.58,-2017.6
20303,2669.85,32038.182,-1565221.82,-4223515.01
20304,318729.36,32038.182,0.0,-71009.182
20305,1564684.0,45.0,-5917.43,-71009.182
20306,318729.36,32038.182,-351959.58,-4223515.01
20307,318729.36,4.0,-351959.58,-1565221.82
20308,1564684.0,45.0,-5917.43,-71009.182
20309,318729.36,3824752.28,-351959.58,-2017.6
20310,1564684.0,3824752.28,-351959.58,-2017.6
20311,1564684.0,45.0,-5917.43,-71009.182
20312,1564684.0,-130435.15,-1565221.82,-2017.6
20313,3.75,32038.182,0.0,-71009.182
20314,318729.36,32038.182,0.0,-71009.182
20315,1564684.0,3824752.28,-351959.58,-2017.6
20316,0.33,45.0,-1565221.82,-1565221.82
20317,0.33,-130435.15,-168.13,-4223515.01
20318,318729.36,-130435.15,-1565221.82,-71009.182
20319,318729.36,45.0,-168.13,-1565221.82
20320,0.33,4.0,0.0,-4223515.01
20321,3.75,32038.182,-5917.43,-2017.6
20322,0.33,3824752.28,0.0,-71009.182
20323,1564684.0,3824752.28,-351959.58,-2017.6
20324,3.75,3824752.28,-351959.58,-2017.6
20325,1564684.0,32038.182,-351959.58,-4223515.01
20326,318729.36,-130435.15,-1565221.82,-4223515.01
20327,318729.36,4.0,-168.13,-2017.6
20328,3.75,4.0,0.0,-4223515.01
20329,3.75,32038.182,-5917.43,-2017.6
20330,3.75,32038.182,0.0,-71009.182
20331,1564684.0,3824752.28,-351959.58,-2017.6
20332,0.33,3824752.28,0.0,-2017.6
20333,318729.36,32038.182,0.0,-2017.6
20334,3.75,3824752.28,-351959.58,-2017.6
20335,1564684.0,32038.182,-351959.58,-4223515.01
20336,3.75,32038.182,-1565221.82,-4223515.01
20337,1564684.0,3824752.28,-351959.58,-2017.6
20338,318729.36,3824752.28,-1565221.82,0.0
20339,318729.36,4.0,-168.13,0.0
20340,1564684.0,45.0,-5917.43,-71009.182
20341,2669.85,32038.182,-168.13,-2017.6
20342,1564684.0,3824752.28,-351959.58,-2017.6
20343,1564684.0,45.0,-5917.43,-71009.182
20344,3.75,45.0,-168.13,-71009.182
20345,1564684.0,3824752.28,-1565221.82,0.0
20346,318729.36,-130435.15,-1565221.82,-4223515.01
20347,3.75,32038.182,-5917.43,-4223515.01
20348,1564684.0,32038.182,0.0,-2017.6
20349,1564684.0,45.0,-1565221.82,-1565221.82
20350,2669.85,4.0,-351959.58,-1565221.82
20351,1564684.0,32038.182,-1565221.82,-4223515.01
20352,1564684.0,-130435.15,-1565221.82,-2017.6
20353,318729.36,-130435.15,-1565221.82,-71009.182
20354,3.75,45.0,-168.13,-71009.182
20355,3.75,32038.182,-5917.43,-71009.182
20356,2669.85,3824752.28,-1565221.82,0.0
20357,1564684.0,32038.182,-5917.43,-1565221.82
20358,318729.36,32038.182,-351959.58,-4223515.01
20359,1564684.0,3824752.28,-168.13,-2017.6
20360,3.75,45.0,-168.13,-71009.182
20361,1564684.0,4.0,-168.13,0.0
20362,0.33,4.0,0.0,-4223515.01
20363,318729.36,32038.182,0.0,-71009.182
20364,1564684.0,32038.182,-5917.43,-2017.6
20365,3.75,32038.182,-5917.43,-4223515.01
20366,318729.36,-130435.15,-1565221.82,-2017.6
20367,1564684.0,32038.182,-1565221.82,-4223515.01
20368,0.33,45.0,-351959.58,-4223515.01
20369,0.33,3824752.28,0.0,-71009.182
20370,318729.36,32038.182,0.0,-71009.182
20371,318729.36,4.0,-351959.58,-1565221.82
20372,1564684.0,3824752.28,-351959.58,-2017.6
20373,318729.36,4.0,-351959.58,-1565221.82
20374,0.33,3824752.28,0.0,-2017.6
20375,1564684.0,3824752.28,-351959.58,-2017.6
20376,0.33,45.0,-1565221.82,-1565221.82
20377,318729.36,32038.182,0.0,-71009.182
20378,318729.36,4.0,-351959.58,0.0
20379,1564684.0,3824752.28,-351959.58,-2017.6
20380,1564684.0,3824752.28,-351959.58,-2017.6
20381,0.33,3824752.28,0.0,-4223515.01
20382,318729.36,32038.182,-351959.58,-4223515.01
20383,0.33,4.0,0.0,-4223515.01
20384,1564684.0,32038.182,0.0,-71009.182
20385,318729.36,3824752.28,-351959.58,-2017.6
20386,318729.36,-130435.15,0.0,-1565221.82
20387,3.75,3824752.28,-351959.58,-2017.6
20388,0.33,3824752.28,0.0,-2017.6
20389,3.75,3824752.28,-1565221.82,0.0
20390,1564684.0,3824752.28,-351959.58,-2017.6
20391,318729.36,-130435.15,-1565221.82,-2017.6
20392,3.75,32038.182,-5917.43,-2017.6
20393,318729.36,3824752.28,-351959.58,-2017.6
20394,1564684.0,3824752.28,-168.13,-2017.6
20395,1564684.0,32038.182,-351959.58,-4223515.01
20396,1564684.0,45.0,-1565221.82,-1565221.82
20397,318729.36,3824752.28,-351959.58,-2017.6
20398,1564684.0,-130435.15,-1565221.82,-71009.182
20399,2669.85,45.0,-351959.58,-4223515.01
20400,1564684.0,32038.182,-5917.43,-71009.182
20401,318729.36,4.0,-351959.58,-1565221.82
20402,318729.36,3824752.28,-5917.43,-71009.182
20403,0.33,3824752.28,0.0,-4223515.01
20404,318729.36,32038.182,0.0,-71009.182
20405,1564684.0,3824752.28,-351959.58,-2017.6
20406,1564684.0,32038.182,-5917.43,-4223515.01
20407,1564684.0,3824752.28,-1565221.82,-1565221.82
20408,318729.36,4.0,-168.13,-2017.6
20409,3.75,32038.182,0.0,-71009.182
20410,1564684.0,32038.182,-5917.43,-4223515.01
20411,318729.36,-130435.15,-1565221.82,-71009.182
20412,3.75,32038.182,-5917.43,-2017.6
20413,1564684.0,3824752.28,-168.13,-2017.6
20414,3.75,32038.182,-1565221.82,-4223515.01
20415,1564684.0,32038.182,-1565221.82,-4223515.01
20416,3.75,45.0,-168.13,-71009.182
20417,1564684.0,3824752.28,-351959.58,-2017.6
20418,318729.36,32038.182,-5917.43,-71009.182
20419,318729.36,32038.182,0.0,-2017.6
20420,318729.36,3824752.28,-351959.58,-2017.6
20421,0.33,45.0,-1565221.82,-71009.182
20422,2669.85,4.0,-1565221.82,0.0
20423,3.75,32038.182,-5917.43,-2017.6
20424,1564684.0,32038.182,-1565221.82,-4223515.01
20425,318729.36,-130435.15,-1565221.82,-71009.182
20426,1564684.0,3824752.28,-351959.58,-2017.6
20427,1564684.0,32038.182,-1565221.82,-4223515.01
20428,318729.36,-130435.15,-1565221.82,-71009.182
20429,1564684.0,3824752.28,-168.13,-2017.6
20430,3.75,32038.182,-5917.43,-71009.182
20431,1564684.0,3824752.28,-351959.58,-2017.6
20432,0.33,45.0,-351959.58,-4223515.01
20433,2669.85,45.0,-168.13,-71009.182
20434,318729.36,32038.182,-5917.43,-71009.182
20435,0.33,3824752.28,0.0,-2017.6
20436,3.75,4.0,0.0,-4223515.01
20437,0.33,45.0,-1565221.82,-1565221.82
20438,0.33,-130435.15,-168.13,-1565221.82
20439,0.33,3824752.28,0.0,-4223515.01
20440,0.33,45.0,-1565221.82,-1565221.82
20441,3.75,32038.182,-1565221.82,-4223515.01
20442,318729.36,4.0,-351959.58,-71009.182
